target_url,target_url_domain,final_url,final_url_domain,final_url_website,canonical_link,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,target_url_404_test,scan_date,scan_date,primary_scan_status,not_found_scan_status,robots_txt_scan_status,sitemap_xml_scan_status,dns_scan_status,dns_ipv6,dns_hostname,source_list_federal_domains,source_list_dap,source_list_pulse,source_list_other,cms,cloud_dot_gov_pages,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_count,uswds_usa_classes,uswds_inline_css,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,og_article_published_final_url,og_article_modified_final_url,og_title_final_url,og_description_final_url,main_element_present_final_url,robots_txt_final_url,robots_txt_detected,robots_txt_final_url_live,robots_txt_target_url_redirects,robots_txt_final_url_status_code,robots_txt_final_url_mimetype,robots_txt_final_url_filesize_in_bytes,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_final_url,sitemap_xml_detected,sitemap_xml_final_url_live,sitemap_xml_target_url_redirects,sitemap_xml_final_url_status_code,sitemap_xml_final_url_mimetype,sitemap_xml_final_url_filesize_in_bytes,sitemap_xml_count,sitemap_xml_pdf_count,third_party_service_domains,third_party_service_count,login_detected,dap_detected_final_url,dap_parameters_final_url
gemlakemn.org,gemlakemn.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:04:01,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hastingsgov.org,hastingsgov.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:04:01,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heartofalabamacfc.org,heartofalabamacfc.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:04:02,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
henryco.net,henryco.net,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:04:02,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hindscountyms.com,hindscountyms.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:04:03,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hollismaine.org,hollismaine.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:04:03,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house.mn,house.mn,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:04:04,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hueytownal.org,hueytownal.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:04:05,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inclusivehealth.org,inclusivehealth.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:04:05,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gov.vi,gov.vi,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:04:24,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jackson-nh.org,jackson-nh.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:04:24,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamesburgborough.org,jamesburgborough.org,https://jamesburgborough.org/,jamesburgborough.org,jamesburgborough.org,,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 12:04:28,completed,completed,completed,completed,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,,,TRUE,https://files4.1.revize.com/jamesburg/robots.txt,FALSE,FALSE,TRUE,404,text/html,,,,https://jamesburgborough.org/sitemap.xml,FALSE,FALSE,FALSE,404,unknown,,,,"cdn.cms7.revize.com,cms7.revize.com,files4.1.revize.com",3,,FALSE,
hahira.ga.us,ga.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:00,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harborcreektownship.org,harborcreektownship.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:06,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marmarth.org,marmarth.org,https://www.marmarth.org/,marmarth.org,www.marmarth.org,https://www.marmarth.org/,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 12:07:34,completed,completed,completed,completed,completed,TRUE,,FALSE,FALSE,FALSE,FALSE,WordPress,FALSE,0,0,0,0,0,0,0,0,,0,,,Marmarth,city with history,TRUE,https://www.marmarth.org/robots.txt,TRUE,TRUE,TRUE,200,text/html,174,,https://www.marmarth.org/sitemap_index.xml,https://www.marmarth.org/sitemap.xml,TRUE,TRUE,TRUE,200,text/html,1095,0,0,"fonts.googleapis.com,fonts.gstatic.com",2,,FALSE,
kearns-utah.org,kearns-utah.org,https://www.kearns-utah.org/,kearns-utah.org,www.kearns-utah.org,https://www.kearns-utah.org/,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 12:05:09,completed,completed,completed,completed,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,WordPress,FALSE,0,0,0,0,0,0,0,0,,0,,,K Earns-Utah,When You Need a Specialist,FALSE,https://kearns-utah.org/robots.txt,FALSE,FALSE,FALSE,500,text/html,,,,https://www.kearns-utah.org/sitemap_index.xml,FALSE,TRUE,TRUE,200,text/xml,,,,"fonts.googleapis.com,fonts.gstatic.com,googleads.g.doubleclick.net,i.ytimg.com,jnn-pa.googleapis.com,static.doubleclick.net,www.google.com,www.gstatic.com,www.youtube.com,yt3.ggpht.com",10,,FALSE,
knowlton-nj.com,knowlton-nj.com,https://knowlton-nj.com/,knowlton-nj.com,knowlton-nj.com,,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 12:05:14,completed,completed,completed,completed,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,,,FALSE,https://knowlton-nj.com/robots.txt,FALSE,FALSE,FALSE,404,text/html,,,,https://knowlton-nj.com/sitemap.xml,FALSE,FALSE,FALSE,404,text/html,,,,,0,,FALSE,
ks-jackson.manatron.com,manatron.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:05:15,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lackawaxen.org,lackawaxen.org,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:05:16,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lakelinden.net,lakelinden.net,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:05:17,unknown_error,completed,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laurenscountysc.org,laurenscountysc.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:18,connection_refused,unknown_error,connection_refused,connection_refused,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leacocktwp.com,leacocktwp.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:18,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ionemiwok.org,ionemiwok.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:20,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lehmantownship.com,lehmantownship.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:05:20,unknown_error,completed,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leonfl.org,leonfl.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:21,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lincolncoks.com,lincolncoks.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:05:21,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamrs.org,jamrs.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:43,timeout,unknown_error,timeout,timeout,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linngroveiowa.org,linngroveiowa.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:43,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lockhavencity.org,lockhavencity.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:05:43,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kettle-falls.com,kettle-falls.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:21,timeout,unknown_error,timeout,timeout,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyndentownship.org,lyndentownship.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:21,unknown_error,unknown_error,unknown_error,unknown_error,completed,TRUE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leedsnd.com,leedsnd.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:34,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnautah.org,magnautah.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:34,unknown_error,unknown_error,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marioncoks.net,marioncoks.net,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:06:34,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattapoisett.net,mattapoisett.net,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:06:34,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mayaguez.pr,mayaguez.pr,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:35,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lindoncity.org,lindoncity.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:36,timeout,unknown_error,timeout,timeout,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meredithnh.org,meredithnh.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:06:37,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medlars.org,medlars.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:40,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
middletonidaho.us,middletonidaho.us,http://www.toromclick.com/feed/click/?t1=128&tid=658&uid=177&subid=middletonidaho.us&id=0cff3e0ee2e027ea119fe9b786306828:b89a67bcd175060daa68e65cd569ca3ade568ba86ecdefcef7bb03a88aeb4f8dfc698b2130921cb5a999ef7b448574f415b445ff0b72d54520eeaf47306240ccbdd49a1f48f3bd9c1fceca9b55f04d052846085597dee9fd8018623a26e3db8556c2d7b375701dc62a05c88ff60d4a070c74ae7fc383a5d320b5e7b492cb617980e5c425362216b12da53cacb9b8892782ee7fe7f1b4540d2ae6ffd9709807cb1e527a372c62548842a60819afcad3e15a5d1988a9a5779cae035a9f02150610b725dc29f5fa5b74c177a8e4ccc574d4fba01f4b50daea6c427bd2a63a52508d0716ad7ed7b697b1c30a71d77625f70d588418268aef475d67035cd81079998512e020ae843a282a0288ac2f285d47c397d0b0dcd545586d0e46526771356267fa6900a7c65e7ee2c0bf5914a7b317c7d8d685d7e9d75e5145db34884b74d614d81d825eccfa9992067e6af064d917b9be3bb03e77c5c5e2aedc1c64e901a711e3dbf6b421fb01f53fe6a3e822c3de31,toromclick.com,www.toromclick.com,,application/json,TRUE,FALSE,FALSE,FALSE,,,,200,FALSE,2023-03-16 10:25:12,2023-03-16 12:06:41,completed,completed,completed,completed,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,,,FALSE,https://middletonidaho.us/robots.txt,TRUE,TRUE,FALSE,200,text/plain,136,,,http://ww25.middletonidaho.us/sitemap.xml?subid1=20230317-0306-37a3-8683-f7a09997ea1c,TRUE,TRUE,TRUE,200,text/html,1007,0,0,middletonidaho.us,1,,FALSE,
midland-mi.org,midland-mi.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:41,connection_reset,unknown_error,connection_reset,connection_reset,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mltmua.com,mltmua.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:06:41,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monroega.us,monroega.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:41,unknown_error,unknown_error,connection_reset,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morgan-county.net,morgan-county.net,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:41,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountolivetownship.com,mountolivetownship.com,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:06:41,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mymelbournearkansas.com,mymelbournearkansas.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:06:41,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,awsglobalaccelerator.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpnj.com,mpnj.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:53,connection_refused,unknown_error,connection_refused,connection_refused,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncappellatecourts.org,ncappellatecourts.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:54,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loteriaelectronicapr.com,loteriaelectronicapr.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:06:59,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncdoj.com,ncdoj.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:29,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nclmft.org,nclmft.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:29,unknown_error,unknown_error,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncpublicschools.org,ncpublicschools.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:30,unknown_error,unknown_error,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncshiip.com,ncshiip.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:30,connection_refused,unknown_error,connection_refused,connection_refused,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapleheights.cuyahogacounty.us,cuyahogacounty.us,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:30,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madisonvillegov.com/madisonville_kentucky,madisonvillegov.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:36,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medlineplus.net,medlineplus.net,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:43,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesh.org,mesh.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:55,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nationalatlas.com,nationalatlas.com,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:57,timeout,unknown_error,timeout,timeout,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michigannd.com,michigannd.com,https://michigannd.com/,michigannd.com,michigannd.com,,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,TRUE,2023-03-16 10:25:12,2023-03-16 12:07:58,completed,completed,completed,completed,completed,FALSE,amazonaws.com,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,0,0,0,,0,,,"Welcome to the official website of Michigan, North Dakota","The Volunteers at the Nelson County Food Pantry located in Michigan, ND want the community to know.
&nbsp;&nbsp;&nbsp;&nbsp; With the holidays arriving, they want to remind the community of the
food pantry benefits.&nbsp; This pantry is available to all Nelson County
&nbsp;&nbsp;&nbsp;&nbsp; The volunteers take great pride in providing this service and want
everyone to know it is available to them.
&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The hours are Monday &amp; Wednesday from 9:00 AM to 12:00 PM.&nbsp; There is a
Commodity Program for ages 60 and older, just fill out the form.&nbsp; There is also another form to fill out with monthly income and
family member/household information.&nbsp; These forms are available at the
Food Pantry and at the Michigan City Office. Volunteers at the Food
Pantry include: JoAnn Hjelseth, Sherrie Kjorsvik, Betty Kroke, Debbie
Narum and Dick Vasichek.&nbsp; Any of these volunteers will gladly share how
this program works or answer any of your questions.
&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;Many individuals from the area donate produce &amp; financial assistance to
help keep this program available. People may come to the food pantry for
their needs in rotation of every two weeks.&nbsp; This Food Pantry serves the
residents of Nelson County.
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;The Nelson County Food Pantry is located at 322 State Ave, Michigan ND.
&nbsp;Please use the west door.&nbsp; Currently with the COVID-19, one person may
be admitted at a time, face masks required.&nbsp; If you wish to donate
financial assistance their address is PO Box 148, Michigan ND 58259.
If you wish to donate food supplies, please drop off Mondays &amp;
Wednesdays when they are open.",TRUE,https://michigannd.com/robots.txt,TRUE,TRUE,FALSE,200,text/plain,570,60,https://michigannd.com/sitemap.xml,https://michigannd.com/sitemap.xml,TRUE,TRUE,FALSE,200,text/XML,39119,227,0,"ajax.googleapis.com,cdnjs.cloudflare.com,fonts.googleapis.com,fonts.gstatic.com",4,,FALSE,
minnesotanationalguard.org,minnesotanationalguard.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:07:58,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midvalecity.org,midvalecity.org,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:08:07,connection_reset,completed,connection_reset,completed,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.midvalecity.org/sitemap.xml,TRUE,TRUE,TRUE,200,text/xml,1527,0,0,,,,,
ncbussafety.org,ncbussafety.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:08:09,timeout,unknown_error,timeout,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountjoyborough.com,mountjoyborough.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:08:09,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtcroghan.com,mtcroghan.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:08:10,unknown_error,completed,unknown_error,unknown_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moon-cal.org,moon-cal.org,,,,,,,,,,,,,,FALSE,2023-03-16 10:25:12,2023-03-16 12:08:37,unknown_error,completed,unknown_error,timeout,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naplesgov.com,naplesgov.com,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:08:38,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nc-educationlottery.org,nc-educationlottery.org,,,,,,,,,,,,,,,2023-03-16 10:25:12,2023-03-16 12:08:38,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncbop.org,ncbop.org,,,,,,,,,,,,,,TRUE,2023-03-16 10:25:12,2023-03-16 12:08:39,invalid_ssl_cert,completed,invalid_ssl_cert,invalid_ssl_cert,completed,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
