In inventory?,target_url,target_url_domain,final_url,final_url_domain,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,,Status check function,Status check Flat,Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
madisoncountync.org,madisoncountync.org,madisoncountync.org,,,,,,,,,,,,,200,200,lenoxtwp.org,,,,Local,,Michigan,"lenox township, mi -- Note added 9/3/15 15:30",http://lenoxtwp.org/,6/6/13 18:08
iipdigital.ait.org.tw,iipdigital.ait.org.tw,org.tw,,,,,,,,Department of State (DOS),,,,,200,200,lenttownship.com,,,,Local,,Minnesota,"Lent Township, MN -- Note added 4/26/15 4:27",http://www.lenttownship.com/,6/6/13 18:08
idealtownship.com,idealtownship.com,idealtownship.com,https://idealtownship.com/,idealtownship.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,leonardnd.com,,,,Local,,North Dakota,"City of Leonard, ND -- Note added 7/22/14 5:36",http://www.leonardnd.com/,6/6/13 18:08
indio.org,indio.org,indio.org,https://www.indio.org/,indio.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,leonfl.org,,,,County,,Florida,"Leon County, FL -- Note added 6/24/15 17:28",http://cms.leoncountyfl.gov/,6/6/13 18:08
jacksonville-al.org,jacksonville-al.org,jacksonville-al.org,https://www.jacksonville-al.org/,jacksonville-al.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,leopold.wilderness.net,U.S. Forest Service (USFS),,,Federal,,,Aldo Leopold Wilderness Research Institute I Rocky Mountain Research Station I U.S. Forest Service -- Note added 6/6/13 18:08,#N/A,6/6/13 18:08
jayvt.com,jayvt.com,jayvt.com,https://www.jayvt.com/,jayvt.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,leroycsd.org,,,,Local,,New York,"Le Roy Central School District, Le Roy, NY -- Note added 7/1/15 14:09",http://www.leroycsd.org/,6/6/13 18:08
jeffparish.net,jeffparish.net,jeffparish.net,https://jeffparish.net/,jeffparish.net,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,letchersd.com,,,,Local,,South Dakota,"Town of Letcher, SD -- Note added 7/17/14 5:42",http://letchersd.com/,6/6/13 18:08
madisonct.org,madisonct.org,madisonct.org,https://madisonct.org/,madisonct.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,levycounty.org,,,,County,,Florida,"Levy County, FL -- Note added 6/24/15 17:31",http://levycounty.org/,6/6/13 18:08
mayaguez.pr,mayaguez.pr,mayaguez.pr,,,,,,,,,,,,,200,200,lewisburg-wv.com,,,,Local,,West Virginia,"City of Lewisburg, WV -- Note added 7/24/14 5:37",http://lewisburg-wv.com/,6/6/13 18:08
hotsprgs.net/clerk/,hotsprgs.net/clerk/,hotsprgs.net,,,,,,,,,,,,,Connection failure,Connection failure,lewiscountyid.us,,,,County,,Idaho,"Lewis County, ID -- Note added 7/8/13 19:07",http://lewiscountyid.us/,6/6/13 18:08
howardtwp.org,howardtwp.org,howardtwp.org,https://www.howardtwp.org/,howardtwp.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lewiscountyny.org,,,,County,,New York,"Lewis County, NY -- Note added 7/2/15 9:54",http://lewiscountyny.org/content,6/6/13 18:08
massenaworks.com/town,massenaworks.com/town,massenaworks.com,https://www.massenaworks.com/author/admin/,massenaworks.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lewisvillenc.net,,,,Local,,North Carolina,"lewisville, nc -- Note added 9/11/15 20:21",http://www.lewisvillenc.net/,6/6/13 18:08
humetown.org,humetown.org,humetown.org,,,,,,,,,,,,,Connection failure,Connection failure,lex-co.com,,,,County,,South Carolina,"lexington county, sc -- Note added 8/28/15 13:57",http://www.lex-co.sc.gov/Pages/default.aspx,6/6/13 18:08
Hudhre.info,hudhre.info,hudhre.info,http://www.hudhre.info/,hudhre.info,text/html,TRUE,TRUE,TRUE,FALSE,Department of Housing and Urban Development (HUD),,,200,,Connection failure,Connection failure,lexingtonnc.net,,,,Local,,North Carolina,"lexington, nc -- Note added 9/11/15 20:22",http://lexingtonnc.net/,6/6/13 18:08
hvilletn.org,hvilletn.org,hvilletn.org,https://www.hvilletn.org/,hvilletn.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lexsc.com,,,,Local,,South Carolina,"lexington, sc -- Note added 8/28/15 13:57",http://lexsc.com/,6/6/13 18:08
independenceohio.org,independenceohio.org,independenceohio.org,https://www.independenceohio.org/,independenceohio.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lfme.org,,,,Local,,Maine,"livermore falls, ME -- Note added 8/27/15 18:27",http://lfme.org/,6/6/13 18:08
iop.net,iop.net,iop.net,https://www.iop.net/,iop.net,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lfnj.com,,,,Local,,New Jersey,"township of little falls, nj -- Note added 9/16/15 15:03",http://lfnj.com/,6/6/13 18:08
ivylandborough.org,ivylandborough.org,ivylandborough.org,https://ivylandborough.org/,ivylandborough.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,libertycountyga.com,,,,County,,Georgia,"Liberty County, Ga -- Note added 8/25/15 15:57",http://www.libertycountyga.com/,6/6/13 18:08
ivanhoe-mn.com,ivanhoe-mn.com,ivanhoe-mn.com,,,,,,,,,,,,,200,200,libertygrove.org,,,,Local,,Wisconsin,"Town of Liberty Grove, WI -- Note added 8/5/14 5:58",http://libertygrove.org/,6/6/13 18:08
irvington.net,irvington.net,irvington.net,https://irvington.net/,irvington.net,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,libertysc.com,,,,Local,,South Carolina,"liberty, sc -- Note added 8/28/15 13:57",http://www.libertysc.com/,6/6/13 18:08
jirdc.org,jirdc.org,jirdc.org,https://www.ncdhhs.gov/divisions/state-operated-healthcare-facilities/facilities/j-iverson-riddle-developmental-center,ncdhhs.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,libertytownship.org,,,,Local,,New Jersey,"liberty township, nj -- Note added 9/16/15 15:03",http://libertytownship.org/,6/6/13 18:08
jordan.govoffice.com,jordan.govoffice.com,govoffice.com,https://jordan.govoffice.com/,govoffice.com,text/html,FALSE,FALSE,TRUE,TRUE,,,,404,,Connection failure,Connection failure,libertytwp-adamscounty.com,,,,Local,,Pennsylvania,"Liberty Township, PA -- Note added 9/30/14 18:35",http://libertytownshippa.org/,6/6/13 18:08
ionemiwok.org,ionemiwok.org,ionemiwok.org,,,,,,,,,,,,,200,200,libertytwp.com,,,,Local,,Ohio,"Township of Liberty, OH -- Note added 3/18/14 18:26",http://libertytwp.com/,6/6/13 18:08
kalispell.com,kalispell.com,kalispell.com,https://kalispell.com/,kalispell.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,libertyville.com,,,,Local,,Illinois,"Village of Libertyville, IL -- Note added 7/3/14 13:27",http://libertyville.com/,6/6/13 18:08
keegoharbor.org,keegoharbor.org,keegoharbor.org,,,,,,,,,,,,,Connection failure,Connection failure,lidgerwoodnd.com,,,,Local,,North Dakota,"City of Lidgerwood, ND -- Note added 7/22/14 5:37",http://www.lidgerwoodnd.com/,6/6/13 18:08
lmt.org,lmt.org,lmt.org,https://www.lmt.org/,lmt.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,lifeasamarine.com,U.S. Marine Corps (USMC),,,Federal,,,"Life as a Marine, a resource for parents and mentors - U.S. Marine Corps -- Note added 4/3/14 19:11",http://www.lifeasamarine.com/,4/3/14 19:11
kb.cert.org/vuls,kb.cert.org/vuls,cert.org,https://kb.cert.org/vuls/,cert.org,text/html,TRUE,TRUE,TRUE,TRUE,,,,200,,200,200,lighthousepoint.com,,,,Local,,Florida,"The City of Lighthouse Point, FL -- Note added 6/24/15 17:32",http://lighthousepoint.com/,6/6/13 18:08
kenmarend.com,kenmarend.com,kenmarend.com,,,,,,,,,,,,,200,200,lili.org,,,,Local,,,Libraries Linking Idaho - LiLI is provided by the Idaho Commission for Libraries and assisted with funds from the Library Services and Technologies Act through the Institute of Museum and Library Services (IMLS). -- Note added 7/8/13 19:08,#N/A,6/6/13 18:08
keycolonybeach.net,keycolonybeach.net,keycolonybeach.net,https://keycolonybeach.net/,keycolonybeach.net,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lilydale.govoffice.com,,,,Local,,Minnesota,"City of Lilydale, MN -- Note added 4/26/15 4:29",http://www.lilydale.govoffice.com/,6/6/13 18:09
kentuckystatepolice.org,kentuckystatepolice.org,kentuckystatepolice.org,https://kentuckystatepolice.org/,kentuckystatepolice.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lima-ny.org,,,,Local,,New York,"Town and Village of Lima, NY -- Note added 8/2/13 15:15",http://www.lima-ny.org/,6/6/13 18:08
kyconvention.org,kyconvention.org,kyconvention.org,https://kyconvention.com/,kyconvention.com,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,limerickme.org,,,,Local,,Maine,"Town of Limerick, ME -- Note added 7/24/13 14:27",http://limerickme.org/,7/24/13 14:27
knoxcounty.org,knoxcounty.org,knoxcounty.org,https://knoxcounty.org/,knoxcounty.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,limerickpa.org,,,,Local,,Pennsylvania,"Limerick Township, PA -- Note added 9/30/14 18:36",http://limerickpa.org/,6/6/13 18:08
lacity.org,lacity.org,lacity.org,https://lacity.gov/,lacity.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,limestonecounty.net,,,,County,,Alabama,"Limestone County, AL -- Note added 7/15/13 18:09",http://limestonecounty.net/,6/6/13 18:08
lakebluff.org,lakebluff.org,lakebluff.org,https://www.lakebluff.org/,lakebluff.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,limington.net,,,,Local,,Maine,"limington, me -- Note added 8/27/15 18:27",http://limington.net/,6/6/13 18:08
laketownutah.com,laketownutah.com,laketownutah.com,https://laketownutah.com/,laketownutah.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lincolnalabama.com,,,,Local,,Alabama,"City of Lincoln, AL -- Note added 7/15/13 18:10",http://www.lincolnalabama.com/,6/6/13 18:08
lalb.org,lalb.org,lalb.org,,,,,,,,,,,,,200,200,lincolnboro.tripod.com,,,,Local,,Pennsylvania,"Borough of Lincoln, PA -- Note added 9/30/14 18:39",http://www.lincolnborough.com/,6/6/13 18:08
lagrangeny.org,lagrangeny.org,lagrangeny.org,,,,,,,,,,,,,Connection failure,Connection failure,lincolncity.org,,,,Local,,Oregon,"City of Lincoln City, OR -- Note added 6/19/14 14:50",http://www.lincolncity.org/,6/6/13 18:08
lansdale.org,lansdale.org,lansdale.org,https://lansdale.org/,lansdale.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lincolncoks.com,,,,County,,Kansas,"Lincoln County, KS -- Note added 7/9/14 4:49",http://www.lincolncoks.com/,6/6/13 18:08
lantana.org,lantana.org,lantana.org,https://www.lantana.org/,lantana.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,lincolncounty.org,,,,County,,North Carolina,"lincoln county, nc -- Note added 9/11/15 20:22",http://www.lincolncounty.org/,6/6/13 18:08
leonardnd.com,leonardnd.com,leonardnd.com,,,,,,,,,,,,,200,200,lincolncountymt.us,,,,County,,Montana,"Lincoln County, MT -- Note added 11/22/13 13:32",http://lincolncountymt.us/,6/6/13 18:08
leecounty.org,leecounty.org,leecounty.org,https://leecounty.org/,leecounty.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lincolncountynm.net,,,,County,,New Mexico,"County of Lincoln, NM -- Note added 7/16/14 5:20",http://www.lincolncountynm.net/,6/6/13 18:08
libertyville.com,libertyville.com,libertyville.com,https://libertyville.com/,libertyville.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lincolncountywv.org,,,,County,,West Virginia,"Lincoln County, WV -- Note added 7/24/14 5:38",http://lincolncountywv.org/,6/6/13 18:08
johnsoncountywyoming.org,johnsoncountywyoming.org,johnsoncountywyoming.org,https://www.johnsoncountywyoming.org/,johnsoncountywyoming.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lincolnmaine.org,,,,Local,,Maine,"Town of Lincoln, ME -- Note added 1/29/14 21:01",http://lincolnmaine.org/,6/6/13 18:08
kildaretownship.com,kildaretownship.com,kildaretownship.com,https://kildaretownship.com/,kildaretownship.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lincolnnh.org,,,,Local,,New Hampshire,"lincoln, NH -- Note added 9/2/15 17:42",http://www.lincolnnh.org/,6/6/13 18:08
kingcountycfc.org,kingcountycfc.org,kingcountycfc.org,,,,,,,,,,,,,200,200,lincolnparish.org,,,,County,,Louisiana,"Lincoiln Parish, La -- Note added 8/24/15 14:51",http://lincolnparish.org/,6/6/13 18:08
kinross.net,kinross.net,kinross.net,https://kinrosstownship-mi.gov/,kinrosstownship-mi.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,404,404,lincolnpark.govoffice.com,,,,Local,,Michigan,"lincoln park, mi -- Note added 9/3/15 15:30",http://www.lincolnpark.govoffice.com/,6/6/13 18:09
ks-russellco.manatron.com,ks-russellco.manatron.com,manatron.com,,,,,,,,,,,,,200,200,lincolnpark.org,,,,Local,,New Jersey,"lincoln park, nj -- Note added 9/16/15 15:04",http://lincolnpark.org/,6/6/13 18:08
ksdot.org,ksdot.org,ksdot.org,,,,,,,,,,,,,200,200,lincolnri.org,,,,Local,,Rhode Island,"Town of Lincoln, RI - www.lincolnri.org -- Note added 6/7/13 18:37",http://www.lincolnri.org/,6/6/13 18:08
labmt.org,labmt.org,labmt.org,https://www.labmt.org/site.php,labmt.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lincolntown.org,,,,Local,,Massachusetts,"lincolntown, Ma -- Note added 8/26/15 16:09",http://lincolntown.org/,6/6/13 18:08
laeggs.com,laeggs.com,laeggs.com,https://laeggs.com/,laeggs.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lincolnvermont.org,,,,Local,,Vermont,"Town of Lincoln, VT -- Note added 8/14/14 5:25",http://lincolnvermont.org/,6/6/13 18:08
lakecountyin.org,lakecountyin.org,lakecountyin.org,https://lakecounty.in.gov/,in.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,lincolnvillesc.com,,,,Local,,South Carolina,"lincolnville, sc -- Note added 8/28/15 13:58",http://www.lincolnvillesc.com/,6/6/13 18:08
lakeparkia.com,lakeparkia.com,lakeparkia.com,https://lakeparkia.com/,lakeparkia.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,lincolnwoodil.org,,,,Local,,Illinois,"Village of Lincolnwood, IL -- Note added 7/3/14 13:27",http://www.lincolnwoodil.org/,6/6/13 18:08
lancasterwisconsin.com,lancasterwisconsin.com,lancasterwisconsin.com,https://lancasterwisconsin.com/,lancasterwisconsin.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,linden-nj.org,,,,Local,,New Jersey,"linden, nj -- Note added 9/16/15 15:04",http://www.linden-nj.org/,6/6/13 18:08
laportecounty.org,laportecounty.org,laportecounty.org,https://laporteco.in.gov/,in.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,lindenhurstil.org,,,,Local,,Illinois,"Village of Lindenhurst, IL -- Note added 7/3/14 13:28",http://lindenhurstil.org/,6/6/13 18:08
laurelsprings-nj.com,laurelsprings-nj.com,laurelsprings-nj.com,,,,,,,,,,,,,200,200,lindenmi.us,,,,Local,,Michigan,"linden, mi  -- Note added 9/3/15 15:31",http://lindenmi.us/,6/6/13 18:08
lawtoniowa.com,lawtoniowa.com,lawtoniowa.com,https://www.lawtoniowa.com/,lawtoniowa.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lindentn.org,,,,Local,,Tennessee,"Town of Linden, TN -- Note added 7/17/14 17:01",http://www.lindentn.org/,7/17/14 17:00
leetsdaleboro.net,leetsdaleboro.net,leetsdaleboro.net,,,,,,,,,,,,,Connection failure,Connection failure,lindenwold.net,,,,Local,,New Jersey,"Borough of Lindenwold, nj -- Note added 9/16/15 15:05",http://lindenwold.net/,6/6/13 18:08
jacksonco.com,jacksonco.com,jacksonco.com,,,,,,,,,,,,,Connection failure,Connection failure,lindoncity.org,,,,Local,,Utah,"City of Lindon, UT -- Note added 8/21/14 5:36",http://www.lindoncity.org/,6/6/13 18:08
lauderdalelakes.org,lauderdalelakes.org,lauderdalelakes.org,https://lauderdalelakes.org/,lauderdalelakes.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lindstrom.mn.org,,,,Local,,Minnesota,"City of Lindstrom, MN -- Note added 4/26/15 4:30",http://www.lindstrom.mn.org/,6/6/13 18:08
ledgeviewwisconsin.com,ledgeviewwisconsin.com,ledgeviewwisconsin.com,https://www.ledgeviewwisconsin.com/,ledgeviewwisconsin.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,linngroveiowa.org,,,,Local,,Iowa,"Linn Grove, Ia -- Note added 8/25/15 20:41",http://linngroveiowa.org/,6/6/13 18:08
lima-ny.org,lima-ny.org,lima-ny.org,https://www.lima-ny.org/,lima-ny.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lintonnd.org,,,,Local,,North Dakota,"City of Linton, ND -- Note added 7/22/14 5:38",http://lintonnd.org/,6/6/13 18:08
lexsc.com,lexsc.com,lexsc.com,https://lexsc.com/,lexsc.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,linwoodcity.org,,,,Local,,New Jersey,"linwood city, nj -- Note added 9/16/15 15:05",http://linwoodcity.org/,6/6/13 18:08
lenoxtwp.org,lenoxtwp.org,lenoxtwp.org,https://lenoxtwp.org/,lenoxtwp.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,linwoodtownship.org,,,,Local,,Minnesota,"Linwood Township, MN -- Note added 4/26/15 4:31",http://www.linwoodtownship.org/,6/6/13 18:08
lincolnvillesc.com,lincolnvillesc.com,lincolnvillesc.com,,,,,,,,,,,,,Connection failure,Connection failure,lisbonme.org,,,,Local,,Maine,"lisbon, me -- Note added 8/27/15 18:28",http://www.lisbonme.org/,6/6/13 18:08
linwoodtownship.org,linwoodtownship.org,linwoodtownship.org,https://www.linwoodtownship.org/,linwoodtownship.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,lisbonnd.com,,,,Local,,North Dakota,"City of Lisbon, ND -- Note added 7/22/14 5:39",http://lisbonnd.com/,6/6/13 18:08
limerickpa.org,limerickpa.org,limerickpa.org,https://limerickpa.org/,limerickpa.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,lisbonnh.org,,,,Local,,New Hampshire,"lisbon, NH -- Note added 9/2/15 17:42",http://www.lisbonnh.org/,6/6/13 18:08
longboatkey.org,longboatkey.org,longboatkey.org,https://www.longboatkey.org/,longboatkey.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lisletownship.com,,,,Local,,Illinois,"Lisle Township, IL -- Note added 7/3/14 13:28",http://www.lisletownship.com/,6/6/13 18:08
lyonco.org,lyonco.org,lyonco.org,https://www.lyonco.org/,lyonco.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lismore.govoffice2.com,,,,Local,,Minnesota,"City of Lismore, MN -- Note added 4/26/15 4:33",http://www.lismore.govoffice2.com/,6/6/13 18:09
madison-nh.org,madison-nh.org,madison-nh.org,https://www.madison-nh.org/,madison-nh.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,litchfield-park.org,,,,Local,,Arizona,"City of Litchfield Park, AZ -- Note added 12/13/13 13:08",http://litchfield-park.org/,6/6/13 18:08
malheurco.org,malheurco.org,malheurco.org,https://www.malheurco.org/,malheurco.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,litchfieldmaine.com,,,,Local,,Maine,"litchfield, maine -- Note added 8/27/15 18:28",http://litchfieldmaine.com/,6/6/13 18:08
manillaia.com,manillaia.com,manillaia.com,https://www.manillaia.com/,manillaia.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,literacydirectory.org,Department of Education (ED),,,Federal,,,"America's Literacy Directory, U.S. Department of Education's http://lincs.ed.gov/ Literacy Information and Communication System -- Note added 11/20/13 14:36",https://literacydirectory.org/,11/20/13 14:35
londonderryvt.org,londonderryvt.org,londonderryvt.org,https://www.londonderryvt.org/,londonderryvt.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lith.org,,,,Local,,Illinois,"Village of Lake in the Hills, IL -- Note added 7/3/14 13:29",http://www.lith.org/,6/6/13 18:08
louisacounty.com,louisacounty.com,louisacounty.com,https://louisacounty.com/,louisacounty.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,little-compton.com,,,,Local,,Rhode Island,"Town of Little Compton, RI -- Note added 6/7/13 18:38",http://little-compton.com/,6/6/13 18:08
lqpco.com,lqpco.com,lqpco.com,,,,,,,,,,,,,200,200,littlebritain.org,,,,Local,,Pennsylvania,"Little Britain Township, PA -- Note added 9/30/14 18:41",http://littlebritain.org/,6/6/13 18:08
maconcountytn.com,maconcountytn.com,maconcountytn.com,,,,,,,,,,,,,200,200,littlechutewi.org,,,,Local,,Wisconsin,"Village of Little Chute, WI -- Note added 8/5/14 5:59",http://littlechutewi.org/,6/6/13 18:08
lrcboard.org,lrcboard.org,lrcboard.org,https://lrcboard.org/,lrcboard.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,littleelmtx.us,,,,Local,,Texas,"Town of Little Elm, TX -- Note added 6/6/13 18:09",#N/A,6/6/13 18:09
lowergwynedd.org,lowergwynedd.org,lowergwynedd.org,https://lowergwynedd.org/,lowergwynedd.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,littleferrynj.org,,,,Local,,New Jersey,"little ferry,  nj -- Note added 9/16/15 15:06",http://littleferrynj.org/,6/6/13 18:08
mackinawcity.org,mackinawcity.org,mackinawcity.org,,,,,,,,,,,,,403,403,littlemountainsc.info,,,,Local,,South Carolina,"little mountain, sc -- Note added 8/28/15 13:58",http://www.littlemountainsc.com/,6/6/13 18:08
madisoncty.com,madisoncty.com,madisoncty.com,https://madisoncty.com/,madisoncty.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,littlerock.org,,,,Local,,Arkansas,"City of Little Rock, AR -- Note added 7/17/13 18:49",http://littlerock.org/,6/6/13 18:08
madeliamn.com,madeliamn.com,madeliamn.com,https://www.madeliamn.com/,madeliamn.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,littlesilver.org,,,,Local,,New Jersey,"little silver, nj -- Note added 9/16/15 15:06",http://littlesilver.org/ls/,6/6/13 18:08
mapleplain.com,mapleplain.com,mapleplain.com,https://www.mapleplain.com/,mapleplain.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,littlestownboro.org,,,,Local,,Pennsylvania,"Borough of Littlestown, PA -- Note added 9/30/14 18:43",http://www.littlestownboro.org/,6/6/13 18:08
indianacounty.org,indianacounty.org,indianacounty.org,,,,,,,,,,,,,200,200,littletongov.org,,,,Local,,Colorado,"City of Littleton, CO -- Note added 3/20/14 15:36",http://littletongov.org/,6/6/13 18:08
marshallcountytn.com,marshallcountytn.com,marshallcountytn.com,https://marshallcountytn.com/,marshallcountytn.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,littletonma.org,,,,Local,,Massachusetts,"littleton, Ma -- Note added 8/26/15 16:09",http://littletonma.org/,6/6/13 18:08
marionnc.org,marionnc.org,marionnc.org,https://marionnc.org/,marionnc.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,liverpoolpa.us,,,,Local,,Pennsylvania,"Borough of Liverpool, PA -- Note added 9/30/14 18:44",http://liverpoolpa.us/Pages/Home.aspx,6/6/13 18:08
masoncountyil.org,masoncountyil.org,masoncountyil.org,https://masoncountyil.gov/,masoncountyil.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,liveuptehachapi.com,,,,Local,,California,"City of Tehachapi, CA -- Note added 11/20/13 14:08",http://www.liveuptehachapi.com/,6/6/13 18:08
mayvillecity.com,mayvillecity.com,mayvillecity.com,,,,,,,,,,,,,Connection failure,Connection failure,livingmemorialsproject.net,U.S. Forest Service (USFS),,,Federal,,,"Living Memorials Project (USDA Forest Service) 'This initiative invokes the resonating power of trees to bring people together and create lasting, living memorials to the victims of terrorism, their families, communities, and the nation.'-- 'About' page -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
mc-ala.org,mc-ala.org,mc-ala.org,,,,,,,,,,,,,200,200,livingstonmontana.org,,,,Local,,Montana,"City of Livingston, MT -- Note added 11/22/13 13:33",http://livingstonmontana.org/,6/6/13 18:08
md511.org,md511.org,md511.org,,,,,,,,,,,,,200,200,livingstonnj.org,,,,Local,,New Jersey,"livingston,  nj -- Note added 9/16/15 15:06",http://livingstonnj.org/,6/6/13 18:08
lachiropracticboard.com,lachiropracticboard.com,lachiropracticboard.com,https://lachiropracticboard.com/,lachiropracticboard.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,livoniatownship.org,,,,Local,,Minnesota,"Livonia Township, MN -- Note added 4/26/15 4:34",http://www.livoniatownship.org/,6/6/13 18:08
lacrossewa.us,lacrossewa.us,lacrossewa.us,,,,,,,,,,,,,Connection failure,Connection failure,lkhopatcong.com,,,,Local,,New Jersey,"lake hopatcong, nj -- Note added 9/16/15 15:08",http://www.state.nj.us/dep/parksandforests/parks/hopatcong.html,6/6/13 18:08
nctopps.ncdmh.net,nctopps.ncdmh.net,ncdmh.net,https://nctopps.ncdmh.net/,ncdmh.net,text/html,FALSE,FALSE,TRUE,TRUE,,,,403,,403,403,lkm.org,,,,State,,Kansas,League of Kansas Municipalities -- Note added 7/9/14 4:50,http://lkm.org/,6/6/13 18:08
martinoticias.com,martinoticias.com,martinoticias.com,https://www.radiotelevisionmarti.com/,radiotelevisionmarti.com,text/html,TRUE,TRUE,FALSE,FALSE,U.S. Agency for Global Media,,,200,,200,200,lloydharbor.org,,,,Local,,New York,"Village of Lloyd Harbor, NY -- Note added 7/2/15 9:57",http://www.lloydharbor.org/,6/6/13 18:08
mayfieldheights.org,mayfieldheights.org,mayfieldheights.org,https://mayfieldheights.org/,mayfieldheights.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,llronline.com,,,,State,,South Carolina,"South Carolina Department of Labor, Licensing and Regulation -- Note added 1/17/14 15:50",http://llronline.com/,6/6/13 18:08
mdlottery.com,mdlottery.com,mdlottery.com,https://www.mdlottery.com/,mdlottery.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,lmc.org,,,,State,,Minnesota,"League of Minnesota Cities Per the 'About the League' section of their website, LMC is 'a membership organization dedicated to promoting excellence in local government.'  -- Note added 4/26/15 4:37",http://www.lmc.org/,6/6/13 18:08
